#Position (bp)	insert size
2.666565105E8	3995.092693565976
2.676350665E8	11143.602168473728
2.686136225E8	2637.27429179155
2.695921785E8	1461.8372758964144
2.70511608E8	2928.2535238370137
2.71000886E8	22928.636363636364
2.715492905E8	21799.146783994496
2.725278465E8	88655.06357684356
2.735064025E8	8041.821086980984
2.744849585E8	1742.9760488932936
2.754635145E8	6025.61936502368
2.764420705E8	11220.998791484615
2.774206265E8	1412.7555394990366
2.783991825E8	2698.4153985234293
2.793777385E8	1453.632151671528
2.803562945E8	1600.1019451605343
2.813348505E8	1792.4616300465418
2.823134065E8	3126.6371902299875
2.832919625E8	1614.3284473109109
2.842705185E8	2625.479593258114
2.852490745E8	4271.836834094368
2.862276305E8	2592.4414794588556
2.872061865E8	2908.9628277031434
2.881847425E8	7134.5806530066275
2.891632985E8	3479.4100648712406
2.901418545E8	2086.260404040404
2.911204105E8	1382.194382647386
2.920989665E8	2704.4212459386918
2.930775225E8	2574.6409754506158
2.940560785E8	1261.93087431694
2.950346345E8	3252.127618558026
2.960131905E8	5188.697866599207
2.969917465E8	1895.511146891256
2.979703025E8	2181.6514922294045
2.989488585E8	3025.3538307889858
2.999274145E8	1620.954535737191
3.009059705E8	1329.177209154482
3.018845265E8	2518.781849704071
3.028630825E8	3403.5790735694823
3.038416385E8	2178.0244413407822
3.048201945E8	1885.5117210507715
3.057987505E8	2282.4783307939733
3.067773065E8	5542.76104365797
3.077558625E8	2875.5004850836767
3.087344185E8	12425.24217084768
3.097129745E8	18219.892316907983
3.106915305E8	48944.846540863764
3.116700865E8	8161.429176755448
3.126486425E8	2283.7503797468353
3.136271985E8	3344.834917355372
3.146057545E8	7357.912958135255
3.155843105E8	6384.335473515249
3.16365796E8	3094.435866013072
3.16855074E8	34489.776427703524
3.175414225E8	14150.601933924254
3.185199785E8	4888.118096045797
3.194985345E8	2864.1373707533235
3.204770905E8	1905.593067619125
3.214556465E8	6065.106598984771
3.224342025E8	1764.5182549767048
3.234127585E8	4150.908858462553
3.243913145E8	3072.159646505222
3.253698705E8	4917.107828067179
3.263484265E8	3643.10867560089
3.273269825E8	2758.4335316492734
3.283055385E8	3096.3367765207413
3.292840945E8	3658.441232227488
3.302626505E8	2270.863586871986
3.312412065E8	2563.3352931295144
3.322197625E8	1172.4731416169288
3.331983185E8	2394.819859891026
3.341768745E8	2867.8184666260554
3.351554305E8	1947.290979795418
3.361339865E8	2591.594864659752
3.371125425E8	4260.588778054863
3.380910985E8	6634.394052817634
3.390696545E8	1159.886749383307
3.400482105E8	8960.114768848898
3.40945784E8	2080.4533109001322
3.41435062E8	1944.3307875894989
3.420053225E8	84841.58129619101
3.429838785E8	83462.91589799241
3.439624345E8	62658.923129484116
3.449409905E8	23721.850437183617
3.459195465E8	3543.7955826704765
3.468981025E8	2350.0114673531475
3.478766585E8	2243.0197999381253
3.488552145E8	15358.02306301814
3.498337705E8	2439.255938526289
3.508123265E8	4940.390325475161
3.517908825E8	1799.4956787900612
3.527694385E8	2763.3500492718713
3.537479945E8	5145.02935694315
3.547265505E8	3442.0591127098323
3.557051065E8	1950.0395007110128
3.566836625E8	2619.2069616271756
3.576622185E8	49119.02604642491
3.586407745E8	9832.346326225723
3.596193305E8	2260.833095323099
3.605978865E8	16857.556304985337
3.615764425E8	4313.306604182939
3.625549985E8	8609.347216133276
3.635335545E8	2345.12562024479
3.645121105E8	2804.235544217687
3.65242163E8	2607.1920324427483
3.65731441E8	34758.075430511766
3.664692225E8	2875.948150594452
3.674477785E8	3037.26880172724
3.684263345E8	4288.442670132764
3.694048905E8	1952.8292029470865
3.703834465E8	3149.6385785226566
3.713620025E8	17656.820696468265
3.723405585E8	6706.588911952949
3.733191145E8	1761.7100397442543
3.742976705E8	5332.502187559445
3.752762265E8	3076.869735553379
3.762547825E8	3203.4828390536486
3.772333385E8	3989.225757684832
3.782118945E8	4575.361192146968
3.791904505E8	5783.1111424541605
3.801690065E8	3982.3652621555675
3.811475625E8	8314.996555819478
