"","Geneid","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04","total_counts"
"1641","Smp_248150",6,0,0,0,0,0,0,4,10
"1642","Smp_050220",2,0,2,12,4,2,0,2,24
"1643","Smp_149010",26,8,9,12,3,8,1,4,71
"1644","Smp_248170",0,0,0,4,6,4,0,8,22
"1645","Smp_050160",0,0,0,2,4,2,0,2,10
"1646","Smp_050130",0,0,2,6,0,0,0,4,12
"1647","Smp_050110",6,0,0,4,7,10,0,7,34
"1648","Smp_346980",0,0,0,4,2,3,0,6,15
"1649","Smp_148940",16,13,11,14,8,21,1,20,104
"1650","Smp_148930",2,0,2,4,0,4,0,4,16
"1651","Smp_049970",0,0,0,0,6,2,0,2,10
"1652","Smp_049890",2,0,0,4,4,0,0,4,14
"1653","Smp_148830",5,1,4,8,4,8,0,5,35
"1654","Smp_148800",6,0,2,0,4,8,2,0,22
"1655","Smp_148770",4,2,0,9,0,8,0,6,29
"1656","Smp_103540",0,0,0,2,0,6,0,3,11
"1657","Smp_171490",9,0,0,3,3,6,0,0,21
"1658","Smp_092320",2,2,0,0,1,2,0,4,11
"1659","Smp_092380",0,0,0,6,2,6,0,4,18
"1660","Smp_312660",6,0,4,0,1,4,0,14,29
"1661","Smp_092280",2,0,0,2,4,4,0,2,14
"1662","Smp_172540",8,0,0,2,0,0,0,0,10
"1663","Smp_344980",4,2,0,2,2,8,0,0,18
"1664","Smp_341080",4,0,2,6,26,22,2,10,72
"1665","Smp_067810",4,2,0,2,2,6,0,2,18
"1666","Smp_317420",10,1,8,2,4,2,0,10,37
"1667","Smp_062890",2,0,0,2,2,4,0,2,12
"1668","Smp_062900",8,2,0,2,2,1,0,6,21
"1669","Smp_329200",11,6,2,10,3,8,0,7,47
"1670","Smp_329210",4,0,2,8,2,2,0,2,20
"1671","Smp_156000",0,0,2,2,0,2,2,2,10
"1672","Smp_170800",6,0,2,0,0,4,1,0,13
"1673","Smp_089180",2,2,2,8,0,2,0,0,16
"1674","Smp_089240",4,0,4,4,4,2,2,2,22
"1675","Smp_334080",18,8,24,20,16,34,0,10,130
"1676","Smp_312760",4,2,1,0,4,4,0,4,19
"1677","Smp_038710",8,4,9,6,5,10,1,6,49
"1678","Smp_348090",10,1,7,8,3,3,0,0,32
"1679","Smp_045510",0,0,4,0,4,6,0,2,16
"1680","Smp_334100",0,0,2,0,2,4,0,4,12
"1681","Smp_149900",7,0,2,6,2,4,0,0,21
"1682","Smp_211030",0,0,4,4,4,0,0,2,14
"1683","Smp_052060",0,4,0,6,2,7,0,3,22
"1684","Smp_150080",1,2,4,3,4,11,3,5,33
"1685","Smp_052230",0,2,0,6,0,2,0,6,16
"1686","Smp_104860",3,0,0,4,6,3,0,4,20
"1687","Smp_104870",3,2,1,0,4,4,0,0,14
"1688","Smp_120640",4,0,0,6,6,10,0,0,26
"1689","Smp_119920",4,0,0,0,2,0,0,4,10
"1690","Smp_312920",4,0,0,2,0,4,0,11,21
"1691","Smp_050700",2,0,0,2,0,4,0,2,10
"1692","Smp_050830",0,0,2,2,2,2,0,10,18
"1693","Smp_137020",0,0,2,6,2,4,0,0,14
"1694","Smp_027480",2,0,4,0,0,2,0,2,10
"1695","Smp_137080",0,0,0,2,2,6,0,1,11
"1696","Smp_027550",13,4,3,3,4,9,2,6,44
"1697","Smp_050570",4,3,5,5,1,4,0,2,24
"1698","Smp_027610",12,0,6,8,4,8,2,14,54
"1699","Smp_343120",4,1,6,4,6,8,0,2,31
"1700","Smp_111980",0,0,4,6,0,2,0,2,14
"1701","Smp_168430",4,6,8,4,0,8,0,3,33
"1702","Smp_336130",2,0,2,4,2,2,0,2,14
"1703","Smp_127010",4,0,2,8,2,4,4,0,24
"1704","Smp_346970",5,0,0,5,2,6,0,8,26
"1705","Smp_301740",6,0,6,0,4,0,0,6,22
"1706","Smp_009030",4,0,0,0,4,0,0,6,14
"1707","Smp_119310",2,2,0,8,4,8,0,5,29
"1708","Smp_126910",6,0,0,2,4,4,0,6,22
"1709","Smp_008900",10,4,6,7,8,6,0,20,61
"1710","Smp_347140",5,1,2,5,2,3,0,9,27
"1711","Smp_126860",1,2,4,0,2,6,0,2,17
"1712","Smp_008710",0,0,5,2,0,8,0,0,15
"1713","Smp_329430",6,2,6,8,0,8,0,6,36
"1714","Smp_066990",8,2,0,7,0,6,2,2,27
"1715","Smp_067000",2,0,6,12,4,2,0,10,36
"1716","Smp_066970",2,2,2,6,0,2,2,4,20
"1717","Smp_344930",18,6,1,8,3,6,2,9,53
"1718","Smp_066890",4,0,2,6,0,2,0,8,22
"1719","Smp_306910",2,2,0,4,0,0,0,5,13
"1720","Smp_156670",2,0,2,2,0,2,0,4,12
"1721","Smp_064050",6,0,4,4,2,4,0,2,22
"1722","Smp_064040",9,5,3,5,0,6,0,10,38
"1723","Smp_064030",7,2,0,0,0,0,0,7,16
"1724","Smp_069160",16,0,2,10,9,16,1,10,64
"1725","Smp_340470",4,4,0,6,0,0,0,4,18
"1726","Smp_247870",2,0,0,2,2,2,0,2,10
"1727","Smp_343790",4,0,2,4,2,0,1,6,19
"1728","Smp_244230",10,0,0,2,0,0,0,0,12
"1729","Smp_042590",2,0,2,4,2,2,0,0,12
"1730","Smp_145250",0,0,2,4,2,2,0,0,10
"1731","Smp_350010",4,4,4,12,4,20,1,12,61
"1732","Smp_145300",10,9,25,38,16,69,0,33,200
"1733","Smp_145310",2,0,0,0,0,6,0,2,10
"1734","Smp_145350",32,12,24,36,10,20,0,28,162
"1735","Smp_145360",4,0,0,3,2,2,0,4,15
"1736","Smp_042920",11,9,4,14,10,42,2,11,103
"1737","Smp_303310",6,2,4,6,0,0,0,0,18
"1738","Smp_145420",3,0,2,2,4,0,0,0,11
"1739","Smp_042990",14,2,2,14,9,12,0,16,69
"1740","Smp_202680",2,0,2,0,4,4,0,6,18
"1741","Smp_343840",4,1,5,3,3,4,1,4,25
"1742","Smp_145460",27,2,14,22,14,28,0,30,137
"1743","Smp_043100",4,0,0,4,4,8,0,5,25
"1744","Smp_043110",0,0,0,2,2,4,2,2,12
"1745","Smp_043150",2,2,4,2,2,4,0,3,19
"1746","Smp_043170",3,0,2,2,2,0,0,4,13
"1747","Smp_043200",2,2,0,2,2,0,0,4,12
"1748","Smp_145510",6,1,2,5,1,2,0,1,18
"1749","Smp_053610",6,0,6,14,2,4,0,2,34
"1750","Smp_313310",8,0,2,0,0,3,0,0,13
"1751","Smp_053510",2,0,2,6,2,6,0,0,18
"1752","Smp_334260",5,0,2,2,0,2,0,0,11
"1753","Smp_153840",2,2,4,2,2,0,0,0,12
"1754","Smp_153820",0,2,2,2,0,2,0,2,10
"1755","Smp_153790",14,0,0,14,10,26,0,2,66
"1756","Smp_059130",4,0,2,0,0,4,0,9,19
"1757","Smp_153950",2,0,0,0,0,4,0,4,10
"1758","Smp_153960",2,2,0,4,2,8,0,4,22
"1759","Smp_059200",3,0,1,2,2,8,0,0,16
"1760","Smp_059210",2,0,2,4,2,4,0,4,18
"1761","Smp_126460",2,2,0,0,0,6,2,4,16
"1762","Smp_347040",6,2,1,0,1,0,0,0,10
"1763","Smp_070860",4,0,4,8,2,8,2,2,30
"1764","Smp_341800",5,0,3,3,2,2,0,6,21
"1765","Smp_303070",2,1,1,2,1,2,0,1,10
"1766","Smp_303760",2,1,1,4,1,2,0,1,12
"1767","Smp_174580",4,2,0,0,4,2,0,6,18
"1768","Smp_341620",4,0,0,0,4,0,2,0,10
"1769","Smp_095630",6,0,0,2,0,3,0,0,11
"1770","Smp_095670",2,1,0,2,0,2,0,4,11
"1771","Smp_096720",5,3,2,2,1,0,0,2,15
"1772","Smp_175200",2,0,0,0,6,1,0,4,13
"1773","Smp_175210",4,0,0,2,2,0,0,2,10
"1774","Smp_329590",5,1,13,14,5,31,1,8,78
"1775","Smp_096750",4,1,12,16,7,30,1,8,79
"1776","Smp_175230",2,2,0,4,0,2,0,0,10
"1777","Smp_096760",2,0,2,4,2,4,0,8,22
"1778","Smp_334300",8,0,0,8,6,2,2,3,29
"1779","Smp_070200",9,0,0,2,0,4,0,8,23
"1780","Smp_155810",2,0,2,4,0,2,0,2,12
"1781","Smp_155780",8,0,0,4,0,2,0,2,16
"1782","Smp_207030",2,0,0,1,1,7,0,0,11
"1783","Smp_329600",5,2,5,6,5,13,0,5,41
"1784","Smp_113630",12,5,2,3,2,4,0,2,30
"1785","Smp_313560",0,0,0,7,0,2,0,2,11
"1786","Smp_062640",0,0,1,2,4,4,2,2,15
"1787","Smp_062630",8,0,4,2,0,4,0,2,20
"1788","Smp_347570",0,3,2,4,1,3,2,1,16
"1789","Smp_213590",2,0,2,0,2,8,0,2,16
"1790","Smp_062420",14,0,4,16,8,0,0,14,56
"1791","Smp_166170",8,2,0,12,0,2,0,2,26
"1792","Smp_247630",2,0,0,2,4,2,0,0,10
"1793","Smp_138680",0,0,0,8,8,6,0,6,28
"1794","Smp_202580",28,12,18,38,14,102,6,42,260
"1795","Smp_169610",0,2,0,2,4,4,0,0,12
"1796","Smp_341450",5,2,0,0,2,6,0,7,22
"1797","Smp_169670",4,0,0,0,0,2,2,5,13
"1798","Smp_042400",4,0,0,4,0,0,0,2,10
"1799","Smp_343770",4,2,2,4,2,6,0,8,28
"1800","Smp_313640",4,0,0,2,4,0,2,2,14
"1801","Smp_042280",4,4,0,2,0,4,0,4,18
"1802","Smp_042270",6,0,2,2,2,2,0,2,16
"1803","Smp_343760",19,10,11,9,8,16,0,11,84
"1804","Smp_214350",4,0,4,0,4,4,0,0,16
"1805","Smp_247530",4,0,2,2,0,2,0,0,10
"1806","Smp_042160",18,5,18,55,2,20,0,4,122
"1807","Smp_042110",6,0,0,2,0,6,0,0,14
"1808","Smp_042090",2,2,2,4,2,9,0,4,25
"1809","Smp_042080",4,6,0,1,0,0,0,0,11
"1810","Smp_041980",8,2,0,0,0,6,0,0,16
"1811","Smp_144930",15,1,11,17,7,23,5,19,98
"1812","Smp_179300",30,12,15,16,32,70,4,40,219
"1813","Smp_247540",8,0,0,0,0,0,4,4,16
"1814","Smp_041770",2,0,0,4,8,8,0,10,32
"1815","Smp_041760",11,0,0,4,0,2,0,2,19
"1816","Smp_041740",14,4,9,25,14,4,0,20,90
"1817","Smp_041730",2,0,0,0,2,4,0,2,10
"1818","Smp_313740",0,0,5,4,0,3,0,1,13
"1819","Smp_332670",0,0,4,4,0,7,0,2,17
"1820","Smp_130850",2,0,4,2,4,12,0,4,28
"1821","Smp_015980",0,0,0,2,0,6,0,2,10
"1822","Smp_165350",7,2,3,7,7,10,0,4,40
"1823","Smp_055050",10,0,8,0,10,12,0,6,46
"1824","Smp_247470",4,1,2,2,2,2,0,12,25
"1825","Smp_344390",9,0,0,3,0,2,0,9,23
"1826","Smp_055200",33,14,14,29,13,34,2,31,170
"1827","Smp_329680",8,4,8,9,5,18,2,14,68
"1828","Smp_056640",4,0,0,0,2,0,2,4,12
"1829","Smp_056620",5,0,2,2,0,2,2,0,13
"1830","Smp_104970",6,6,4,0,2,8,0,4,30
"1831","Smp_175430",4,1,0,0,0,4,0,1,10
"1832","Smp_329690",0,0,0,2,6,7,0,2,17
"1833","Smp_027250",4,1,0,2,2,6,0,0,15
"1834","Smp_136930",2,2,0,4,0,2,0,4,14
"1835","Smp_194940",4,2,0,0,0,7,0,4,17
"1836","Smp_242360",0,0,2,2,0,2,0,4,10
"1837","Smp_247420",0,0,6,6,0,4,0,4,20
"1838","Smp_050470",0,2,0,6,0,0,0,2,10
"1839","Smp_316430",2,1,0,0,1,5,0,1,10
"1840","Smp_151820",6,0,0,2,1,0,0,1,10
"1841","Smp_055720",2,4,0,8,5,4,2,4,29
"1842","Smp_082940",4,0,8,10,0,23,2,2,49
"1843","Smp_346020",8,2,4,10,0,4,0,0,28
"1844","Smp_267000",0,0,0,0,2,6,0,4,12
"1845","Smp_052500",3,0,0,2,4,4,0,3,16
"1846","Smp_302810",2,0,2,4,5,0,2,0,15
"1847","Smp_038100",4,0,6,12,4,1,0,4,31
"1848","Smp_038080",2,0,2,6,0,7,0,10,27
"1849","Smp_089000",0,0,0,0,2,8,0,2,12
"1850","Smp_247310",4,0,0,2,4,4,0,0,14
"1851","Smp_089050",2,0,0,2,0,6,0,2,12
"1852","Smp_089060",8,2,4,4,8,0,0,10,36
"1853","Smp_090120",8,0,2,4,6,12,0,10,42
"1854","Smp_103140",4,2,1,4,0,4,0,2,17
"1855","Smp_247280",2,0,0,4,2,4,2,0,14
"1856","Smp_053820",6,2,0,4,2,14,2,6,36
"1857","Smp_053830",10,0,4,4,8,14,0,4,44
"1858","Smp_150980",3,0,2,2,2,4,1,0,14
"1859","Smp_213570",6,0,0,2,0,0,2,4,14
"1860","Smp_054010",0,0,2,2,6,0,0,0,10
"1861","Smp_151070",0,0,0,16,2,0,0,2,20
"1862","Smp_151050",1,1,1,2,2,6,0,2,15
"1863","Smp_314030",5,2,1,7,9,9,0,12,45
"1864","Smp_053940",5,3,4,17,13,12,0,13,67
"1865","Smp_151030",2,0,0,0,0,9,0,3,14
"1866","Smp_053900",0,0,0,0,4,4,0,6,14
"1867","Smp_194130",6,2,6,14,2,12,2,4,48
"1868","Smp_184350",4,1,1,2,1,2,0,0,11
"1869","Smp_349580",2,0,0,2,0,5,0,6,15
"1870","Smp_171540",4,0,0,2,0,2,0,4,12
"1871","Smp_341530",12,0,0,6,6,10,0,12,46
"1872","Smp_346040",24,2,6,10,8,12,2,10,74
"1873","Smp_090450",1,2,4,4,0,2,0,0,13
"1874","Smp_122840",8,0,8,20,8,40,6,36,126
"1875","Smp_310080",2,0,2,2,0,2,0,6,14
"1876","Smp_122820",3,0,0,1,1,10,0,4,19
"1877","Smp_122810",0,0,4,6,0,0,0,1,11
"1878","Smp_327550",7,0,4,6,0,4,0,2,23
"1879","Smp_122800",5,0,0,2,4,2,0,2,15
"1880","Smp_001360",10,0,0,2,3,4,0,4,23
"1881","Smp_085410",0,0,2,0,0,4,0,4,10
"1882","Smp_327600",2,1,2,1,2,1,0,2,11
"1883","Smp_245490",2,0,2,2,2,4,0,4,16
"1884","Smp_181000",0,0,2,2,2,0,0,4,10
"1885","Smp_210310",12,4,10,12,2,8,0,6,54
"1886","Smp_046250",4,0,2,0,2,2,0,2,12
"1887","Smp_310180",20,6,8,14,12,35,1,17,113
"1888","Smp_017280",16,0,12,8,14,20,0,12,82
"1889","Smp_017360",14,0,12,18,12,6,2,20,84
"1890","Smp_340090",10,0,0,8,0,0,0,0,18
"1891","Smp_095910",2,0,2,2,2,2,0,2,12
"1892","Smp_147840",2,0,0,8,0,4,0,2,16
"1893","Smp_310260",6,4,6,0,0,4,0,2,22
"1894","Smp_047900",6,2,6,15,6,10,2,2,49
"1895","Smp_047860",2,0,0,4,6,1,0,2,15
"1896","Smp_343980",0,0,0,4,2,4,0,2,12
"1897","Smp_173160",7,0,0,15,8,5,0,6,41
"1898","Smp_021040",4,2,3,2,0,4,0,2,17
"1899","Smp_021080",3,0,0,2,0,8,0,0,13
"1900","Smp_201820",4,0,0,0,0,2,2,4,12
"1901","Smp_245530",2,2,2,0,0,4,0,2,12
"1902","Smp_021140",6,0,0,6,2,6,0,0,20
"1903","Smp_021170",6,0,1,6,0,2,0,7,22
"1904","Smp_021220",0,0,5,8,4,10,0,6,33
"1905","Smp_133690",4,0,0,2,4,0,0,6,16
"1906","Smp_133700",2,2,0,0,2,4,0,0,10
"1907","Smp_133710",2,0,4,2,4,4,0,8,24
"1908","Smp_016550",2,0,2,2,2,4,0,0,12
"1909","Smp_131150",2,0,0,4,2,0,0,6,14
"1910","Smp_213020",4,0,0,0,0,4,0,2,10
"1911","Smp_016410",4,0,2,6,0,2,0,2,16
"1912","Smp_340230",2,0,0,0,0,6,0,2,10
"1913","Smp_131030",6,2,0,0,4,3,0,0,15
"1914","Smp_342060",2,0,0,3,4,0,2,2,13
"1915","Smp_004600",4,2,10,5,6,12,0,8,47
"1916","Smp_247410",2,0,0,2,0,2,2,2,10
"1917","Smp_004630",6,2,0,0,2,0,2,0,12
"1918","Smp_124650",19,9,10,14,0,6,2,10,70
"1919","Smp_004680",0,0,4,6,2,6,0,8,26
"1920","Smp_004780",6,2,2,6,10,4,2,14,46
"1921","Smp_004810",4,0,0,0,0,4,0,4,12
"1922","Smp_004820",2,0,2,4,8,8,0,2,26
"1923","Smp_213080",2,0,2,0,0,6,0,2,12
"1924","Smp_128230",2,4,0,2,0,2,0,0,10
"1925","Smp_011270",6,6,2,0,2,20,0,2,38
"1926","Smp_011120",4,0,4,2,4,12,0,8,34
"1927","Smp_044280",8,2,0,4,4,14,0,2,34
"1928","Smp_343910",18,0,2,7,2,2,2,7,40
"1929","Smp_146060",4,0,0,4,0,4,0,4,16
"1930","Smp_044400",5,2,0,4,4,0,0,0,15
"1931","Smp_146120",0,2,0,0,4,2,0,5,13
"1932","Smp_125460",0,0,0,2,6,8,0,4,20
"1933","Smp_125500",0,2,0,4,0,2,0,5,13
"1934","Smp_143580",13,8,11,13,7,20,5,8,85
"1935","Smp_039400",18,2,4,6,2,16,2,14,64
"1936","Smp_039390",9,0,1,7,12,16,0,10,55
"1937","Smp_213100",24,9,7,18,13,12,1,23,107
"1938","Smp_143490",2,2,0,2,4,2,2,2,16
"1939","Smp_143470",1,0,4,0,2,4,2,2,15
"1940","Smp_102280",0,0,2,2,2,4,0,8,18
"1941","Smp_186560",4,1,0,2,0,0,0,4,11
"1942","Smp_310580",16,3,8,8,0,12,3,11,61
"1943","Smp_072110",2,1,4,4,8,14,0,14,47
"1944","Smp_072090",19,2,8,6,3,11,0,19,68
"1945","Smp_072080",13,5,4,11,3,9,0,6,51
"1946","Smp_333800",4,0,2,6,0,0,0,6,18
"1947","Smp_333810",4,0,4,3,0,2,0,0,13
"1948","Smp_071830",15,0,6,9,0,8,2,7,47
"1949","Smp_242140",6,2,0,0,0,2,0,0,10
"1950","Smp_089930",4,0,2,2,0,0,0,8,16
"1951","Smp_089880",6,2,0,2,4,1,0,1,16
"1952","Smp_171180",7,2,2,0,0,5,0,6,22
"1953","Smp_301160",2,0,2,2,2,4,0,10,22
"1954","Smp_171150",2,1,6,2,2,1,2,0,16
"1955","Smp_157410",2,2,2,0,4,6,2,4,22
"1956","Smp_065240",2,0,2,0,0,6,0,0,10
"1957","Smp_157360",0,2,4,4,4,0,0,2,16
"1958","Smp_157320",0,0,1,0,4,2,0,4,11
"1959","Smp_248200",0,2,0,2,2,4,0,0,10
"1960","Smp_068750",8,6,3,15,6,23,8,30,99
"1961","Smp_103810",6,0,0,3,0,2,0,5,16
"1962","Smp_046690",13,0,17,22,24,65,3,30,174
"1963","Smp_147240",2,0,0,4,2,4,0,0,12
"1964","Smp_046930",0,4,2,6,2,6,0,2,22
"1965","Smp_156720",8,2,0,3,0,0,0,2,15
"1966","Smp_144870",6,2,2,4,4,6,0,6,30
"1967","Smp_180430",6,1,4,4,2,4,1,0,22
"1968","Smp_104330",6,2,2,0,2,2,0,4,18
"1969","Smp_124440",2,0,0,4,0,2,0,2,10
"1970","Smp_004220",8,0,7,11,10,8,0,2,46
"1971","Smp_211330",1,2,0,2,4,2,0,2,13
"1972","Smp_129720",0,0,2,2,6,2,0,0,12
"1973","Smp_014010",4,0,0,4,0,4,0,2,14
"1974","Smp_129710",6,2,0,0,0,0,0,2,10
"1975","Smp_013930",31,23,35,45,19,23,2,30,208
"1976","Smp_316710",30,9,6,21,10,22,2,21,121
"1977","Smp_129670",1,0,0,2,0,8,0,10,21
"1978","Smp_013870",2,0,2,2,10,3,0,0,19
"1979","Smp_013840",4,4,11,6,6,14,0,8,53
"1980","Smp_013790",8,2,2,8,4,6,4,2,36
"1981","Smp_066740",13,9,7,9,3,9,0,12,62
"1982","Smp_066630",2,0,0,2,0,6,0,4,14
"1983","Smp_066610",8,0,3,4,0,2,0,4,21
"1984","Smp_196140",0,0,0,0,0,6,0,6,12
"1985","Smp_111340",43,2,18,31,12,10,3,24,143
"1986","Smp_123040",2,0,4,4,0,13,2,4,29
"1987","Smp_001610",19,2,3,17,2,7,4,5,59
"1988","Smp_001500",2,0,4,8,12,11,0,8,45
"1989","Smp_311010",4,0,3,5,4,8,0,4,28
"1990","Smp_212970",2,0,0,4,0,0,0,6,12
"1991","Smp_086270",4,0,4,5,0,2,2,0,17
"1992","Smp_245720",2,2,0,4,1,0,0,2,11
"1993","Smp_023170",2,2,10,4,2,36,0,8,64
"1994","Smp_311050",2,2,0,0,2,0,0,8,14
"1995","Smp_023250",4,0,2,0,2,0,0,2,10
"1996","Smp_134670",5,2,1,6,2,3,0,2,21
"1997","Smp_127180",4,0,3,6,0,0,0,0,13
"1998","Smp_009520",0,2,0,2,2,2,0,2,10
"1999","Smp_335340",2,0,0,0,2,6,0,0,10
"2000","Smp_009540",8,0,2,2,2,0,0,2,16
"2001","Smp_335990",4,0,2,14,6,12,0,9,47
"2002","Smp_078610",6,0,0,0,4,2,0,2,14
"2003","Smp_078640",4,0,4,0,0,4,0,0,12
"2004","Smp_063640",2,0,0,0,4,4,0,2,12
"2005","Smp_156450",1,0,6,6,0,2,2,2,19
"2006","Smp_344770",6,2,6,0,2,4,0,0,20
"2007","Smp_154320",2,0,2,12,0,2,0,6,24
"2008","Smp_328200",7,0,0,4,0,0,1,0,12
"2009","Smp_166940",0,0,0,5,3,0,2,2,12
"2010","Smp_082710",4,0,0,0,1,4,0,2,11
"2011","Smp_167010",2,0,2,0,2,0,0,6,12
"2012","Smp_082800",2,2,2,4,0,0,0,6,16
"2013","Smp_082810",0,0,4,4,4,0,0,0,12
"2014","Smp_212080",2,2,2,2,2,2,0,0,12
"2015","Smp_245780",2,4,4,2,4,4,2,2,24
"2016","Smp_012280",4,2,2,2,0,2,0,4,16
"2017","Smp_128770",8,0,2,4,3,2,0,2,21
"2018","Smp_012340",6,2,4,2,0,2,0,6,22
"2019","Smp_012350",4,0,0,0,0,2,0,4,10
"2020","Smp_128790",0,2,1,4,2,5,0,2,16
"2021","Smp_181090",6,0,2,0,2,4,0,2,16
"2022","Smp_346690",49,14,20,38,21,48,4,36,230
"2023","Smp_135460",4,0,2,2,1,0,0,1,10
"2024","Smp_094420",4,0,2,4,1,4,2,4,21
"2025","Smp_346250",8,0,0,0,2,2,0,2,14
"2026","Smp_049170",0,0,0,2,0,10,2,0,14
"2027","Smp_148450",2,2,0,4,0,2,0,0,10
"2028","Smp_048990",4,0,2,1,2,1,0,2,12
"2029","Smp_048880",1,0,0,1,4,0,0,6,12
"2030","Smp_245840",10,12,6,8,6,8,8,15,73
"2031","Smp_212360",2,0,0,5,0,2,0,3,12
"2032","Smp_148250",2,1,2,0,2,0,2,4,13
"2033","Smp_048760",7,0,0,3,0,3,0,0,13
"2034","Smp_148230",12,2,2,2,3,6,0,2,29
"2035","Smp_014800",5,0,2,3,0,2,0,0,12
"2036","Smp_101290",0,0,0,0,6,2,0,2,10
"2037","Smp_130200",4,0,0,4,2,2,2,2,16
"2038","Smp_130180",2,0,2,4,0,4,0,2,14
"2039","Smp_130170",2,0,0,0,2,10,0,0,14
"2040","Smp_014660",4,0,2,4,0,0,0,4,14
"2041","Smp_014650",12,2,2,2,2,17,2,2,41
"2042","Smp_207080",4,0,0,0,0,5,0,4,13
"2043","Smp_130030",4,0,0,6,2,2,0,3,17
"2044","Smp_014400",0,0,0,3,4,4,0,9,20
"2045","Smp_045480",0,0,2,2,2,4,0,1,11
"2046","Smp_045230",6,2,2,0,6,6,2,4,28
"2047","Smp_045220",4,0,12,20,4,38,0,12,90
"2048","Smp_174420",0,0,2,2,6,2,2,4,18
"2049","Smp_174410",2,2,0,3,2,2,0,0,11
"2050","Smp_337240",2,1,2,2,1,2,0,0,10
"2051","Smp_113620",8,2,10,2,10,20,0,12,64
"2052","Smp_333910",4,2,6,8,4,6,0,2,32
"2053","Smp_154930",4,0,0,0,0,4,0,2,10
"2054","Smp_344690",2,0,0,1,0,16,0,16,35
"2055","Smp_060950",0,0,1,1,0,4,2,2,10
"2056","Smp_060910",2,4,4,8,8,22,0,6,54
"2057","Smp_103570",0,0,4,4,2,4,0,0,14
"2058","Smp_099630",6,0,7,12,10,14,2,8,59
"2059","Smp_311520",4,2,1,2,0,4,0,0,13
"2060","Smp_245890",4,1,1,2,0,4,0,0,12
"2061","Smp_096900",4,0,0,0,0,0,0,6,10
"2062","Smp_002380",0,0,4,2,0,1,0,3,10
"2063","Smp_002410",10,2,2,2,8,2,0,8,34
"2064","Smp_341950",4,0,4,0,2,0,0,2,12
"2065","Smp_146340",7,0,1,4,0,0,0,6,18
"2066","Smp_044810",0,0,0,4,4,0,0,2,10
"2067","Smp_335350",0,0,2,4,0,2,0,2,10
"2068","Smp_043780",4,0,2,5,0,2,0,4,17
"2069","Smp_047360",0,0,0,2,2,4,0,4,12
"2070","Smp_047370",2,0,0,0,0,2,0,8,12
"2071","Smp_147560",2,0,0,2,2,4,0,3,13
"2072","Smp_211100",0,2,2,2,2,4,0,0,12
"2073","Smp_047640",2,0,2,0,0,12,0,3,19
"2074","Smp_311650",3,0,2,2,0,4,2,2,15
"2075","Smp_034190",10,4,0,12,2,6,0,14,48
"2076","Smp_212140",6,0,0,1,3,0,0,0,10
"2077","Smp_328500",0,0,0,0,4,11,0,6,21
"2078","Smp_140680",8,6,6,8,10,32,0,10,80
"2079","Smp_140700",0,0,0,4,0,0,0,6,10
"2080","Smp_102480",2,2,1,4,0,2,0,2,13
"2081","Smp_140760",0,0,0,0,0,2,0,10,12
"2082","Smp_068420",4,0,2,2,2,0,0,2,12
"2083","Smp_028730",0,0,2,0,0,6,0,6,14
"2084","Smp_201700",0,0,0,10,0,6,0,2,18
"2085","Smp_062250",2,0,4,10,0,10,0,4,30
"2086","Smp_062270",35,13,19,29,17,13,0,25,151
"2087","Smp_336700",1,0,0,4,0,2,1,6,14
"2088","Smp_142410",2,0,4,2,0,0,0,2,10
"2089","Smp_037590",3,0,0,5,0,2,0,3,13
"2090","Smp_037640",8,0,2,0,0,4,0,0,14
"2091","Smp_328580",61,7,9,21,0,10,0,17,125
"2092","Smp_181730",5,1,1,2,0,1,0,0,10
"2093","Smp_205560",1484,552,402,363,278,1157,44,222,4502
"2094","Smp_333940",2,0,0,2,0,6,0,2,12
"2095","Smp_311780",1,0,0,2,2,1,0,5,11
"2096","Smp_178850",6,2,0,2,4,0,0,2,16
"2097","Smp_201970",4,1,0,1,2,3,0,6,17
"2098","Smp_104580",6,0,0,4,0,4,0,0,14
"2099","Smp_180910",6,2,4,2,2,2,2,3,23
"2100","Smp_022090",4,0,0,0,2,8,0,2,16
"2101","Smp_022020",0,2,3,4,2,0,0,2,13
"2102","Smp_328640",0,0,0,0,3,0,0,8,11
"2103","Smp_021960",9,1,6,10,5,5,1,7,44
"2104","Smp_340370",4,0,4,10,2,7,0,2,29
"2105","Smp_134010",2,2,0,4,2,4,0,2,16
"2106","Smp_021920",0,0,0,6,0,2,0,2,10
"2107","Smp_021910",2,0,2,2,0,6,0,2,14
"2108","Smp_340360",5,5,5,5,5,12,0,7,44
"2109","Smp_208020",2,0,2,2,0,2,2,2,12
"2110","Smp_102810",0,0,2,4,2,0,0,6,14
"2111","Smp_342840",43,10,12,35,10,17,4,23,154
"2112","Smp_174450",2,2,2,6,6,8,0,8,34
"2113","Smp_333950",0,2,4,2,0,4,0,0,12
"2114","Smp_179650",22,6,8,20,20,18,2,20,116
"2115","Smp_089430",8,2,2,4,4,13,0,4,37
"2116","Smp_170930",4,0,6,2,0,4,0,1,17
"2117","Smp_089460",10,0,2,13,0,3,0,2,30
"2118","Smp_341490",39,6,5,15,0,25,4,13,107
"2119","Smp_335380",8,2,1,5,0,5,0,5,26
"2120","Smp_032580",4,2,2,0,4,12,0,8,32
