"","Geneid","n"
"3304","Smp_341150",3
"3305","Smp_341160",3
"3306","Smp_341190",2
"3307","Smp_341220",2
"3308","Smp_341230",2
"3309","Smp_341260",3
"3310","Smp_341360",2
"3311","Smp_341410",3
"3312","Smp_341470",1
"3313","Smp_341500",1
"3314","Smp_341510",2
"3315","Smp_341520",1
"3316","Smp_341560",1
"3317","Smp_341580",3
"3318","Smp_341650",3
"3319","Smp_341690",2
"3320","Smp_341720",2
"3321","Smp_341740",3
"3322","Smp_341910",1
"3323","Smp_341920",2
"3324","Smp_341940",1
"3325","Smp_341990",3
"3326","Smp_342020",1
"3327","Smp_342040",3
"3328","Smp_342050",1
"3329","Smp_342070",2
"3330","Smp_342080",1
"3331","Smp_342140",1
"3332","Smp_342210",3
"3333","Smp_342230",3
"3334","Smp_342250",3
"3335","Smp_342260",1
"3336","Smp_342270",1
"3337","Smp_342290",3
"3338","Smp_342300",1
"3339","Smp_342320",1
"3340","Smp_342340",2
"3341","Smp_342370",2
"3342","Smp_342380",1
"3343","Smp_342390",3
"3344","Smp_342420",3
"3345","Smp_342440",2
"3346","Smp_342460",2
"3347","Smp_342490",1
"3348","Smp_342530",2
"3349","Smp_342560",1
"3350","Smp_342580",1
"3351","Smp_342610",3
"3352","Smp_342620",3
"3353","Smp_342670",3
"3354","Smp_342690",2
"3355","Smp_342700",1
"3356","Smp_342720",2
"3357","Smp_342730",1
"3358","Smp_342740",2
"3359","Smp_342770",1
"3360","Smp_342810",1
"3361","Smp_342850",3
"3362","Smp_342870",2
"3363","Smp_342890",1
"3364","Smp_342920",2
"3365","Smp_342930",1
"3366","Smp_342970",2
"3367","Smp_342990",1
"3368","Smp_343100",1
"3369","Smp_343180",2
"3370","Smp_343240",2
"3371","Smp_343270",3
"3372","Smp_343280",3
"3373","Smp_343290",2
"3374","Smp_343310",1
"3375","Smp_343330",1
"3376","Smp_343340",1
"3377","Smp_343380",1
"3378","Smp_343400",2
"3379","Smp_343460",3
"3380","Smp_343500",3
"3381","Smp_343510",1
"3382","Smp_343520",1
"3383","Smp_343530",2
"3384","Smp_343550",3
"3385","Smp_343580",3
"3386","Smp_343590",1
"3387","Smp_343630",1
"3388","Smp_343650",2
"3389","Smp_343670",2
"3390","Smp_343680",3
"3391","Smp_343700",2
"3392","Smp_343710",3
"3393","Smp_343720",2
"3394","Smp_343730",1
"3395","Smp_343780",3
"3396","Smp_343810",2
"3397","Smp_343830",3
"3398","Smp_343860",2
"3399","Smp_343870",2
"3400","Smp_343880",2
"3401","Smp_343920",2
"3402","Smp_343950",1
"3403","Smp_343960",3
"3404","Smp_343970",1
"3405","Smp_343990",2
"3406","Smp_344030",1
"3407","Smp_344060",3
"3408","Smp_344070",1
"3409","Smp_344090",3
"3410","Smp_344100",2
"3411","Smp_344110",2
"3412","Smp_344140",1
"3413","Smp_344170",2
"3414","Smp_344180",1
"3415","Smp_344200",1
"3416","Smp_344210",3
"3417","Smp_344230",3
"3418","Smp_344250",1
"3419","Smp_344290",1
"3420","Smp_344300",3
"3421","Smp_344310",1
"3422","Smp_344340",1
"3423","Smp_344420",1
"3424","Smp_344450",2
"3425","Smp_344460",2
"3426","Smp_344480",1
"3427","Smp_344510",3
"3428","Smp_344520",2
"3429","Smp_344540",1
"3430","Smp_344550",1
"3431","Smp_344560",1
"3432","Smp_344600",3
"3433","Smp_344680",2
"3434","Smp_344720",1
"3435","Smp_344730",2
"3436","Smp_344750",2
"3437","Smp_344780",1
"3438","Smp_344820",2
"3439","Smp_344830",1
"3440","Smp_344840",2
"3441","Smp_344850",1
"3442","Smp_344880",1
"3443","Smp_344890",1
"3444","Smp_344900",3
"3445","Smp_344920",2
"3446","Smp_344950",2
"3447","Smp_344970",2
"3448","Smp_345010",2
"3449","Smp_345040",1
"3450","Smp_345080",1
"3451","Smp_345090",1
"3452","Smp_345120",2
"3453","Smp_345140",3
"3454","Smp_345150",3
"3455","Smp_345160",1
"3456","Smp_345170",2
"3457","Smp_345210",2
"3458","Smp_345220",1
"3459","Smp_345230",3
"3460","Smp_345250",2
"3461","Smp_345260",3
"3462","Smp_345270",3
"3463","Smp_345280",1
"3464","Smp_345300",3
"3465","Smp_345360",1
"3466","Smp_345380",3
"3467","Smp_345390",3
"3468","Smp_345430",1
"3469","Smp_345440",2
"3470","Smp_345450",1
"3471","Smp_345460",1
"3472","Smp_345490",2
"3473","Smp_345520",3
"3474","Smp_345530",3
"3475","Smp_345540",3
"3476","Smp_345550",3
"3477","Smp_345565",3
"3478","Smp_345600",1
"3479","Smp_345710",1
"3480","Smp_345730",3
"3481","Smp_345740",1
"3482","Smp_345750",3
"3483","Smp_345770",2
"3484","Smp_345780",3
"3485","Smp_345810",2
"3486","Smp_345840",1
"3487","Smp_345850",3
"3488","Smp_345885",3
"3489","Smp_345950",2
"3490","Smp_345960",3
"3491","Smp_345970",1
"3492","Smp_346010",2
"3493","Smp_346050",3
"3494","Smp_346080",2
"3495","Smp_346090",1
"3496","Smp_346140",2
"3497","Smp_346150",1
"3498","Smp_346190",1
"3499","Smp_346270",2
"3500","Smp_346290",1
"3501","Smp_346300",2
"3502","Smp_346310",1
"3503","Smp_346330",2
"3504","Smp_346340",3
"3505","Smp_346390",2
"3506","Smp_346410",1
"3507","Smp_346420",1
"3508","Smp_346430",2
"3509","Smp_346440",3
"3510","Smp_346470",3
"3511","Smp_346490",3
"3512","Smp_346500",1
"3513","Smp_346520",1
"3514","Smp_346570",1
"3515","Smp_346580",3
"3516","Smp_346590",3
"3517","Smp_346630",1
"3518","Smp_346750",2
"3519","Smp_346840",1
"3520","Smp_346890",3
"3521","Smp_346920",2
"3522","Smp_346950",1
"3523","Smp_346990",1
"3524","Smp_347010",2
"3525","Smp_347020",1
"3526","Smp_347070",1
"3527","Smp_347170",3
"3528","Smp_347190",3
"3529","Smp_347200",2
"3530","Smp_347220",2
"3531","Smp_347250",1
"3532","Smp_347290",1
"3533","Smp_347310",1
"3534","Smp_347350",2
"3535","Smp_347360",3
"3536","Smp_347380",1
"3537","Smp_347430",3
"3538","Smp_347450",2
"3539","Smp_347540",3
"3540","Smp_347560",1
"3541","Smp_347590",2
"3542","Smp_347620",3
"3543","Smp_347630",2
"3544","Smp_347660",3
"3545","Smp_347710",3
"3546","Smp_347720",1
"3547","Smp_347740",1
"3548","Smp_347760",1
"3549","Smp_347770",2
"3550","Smp_347780",2
"3551","Smp_347790",2
"3552","Smp_347840",3
"3553","Smp_347860",2
"3554","Smp_347880",1
"3555","Smp_347910",1
"3556","Smp_347920",1
"3557","Smp_347940",3
"3558","Smp_348220",1
"3559","Smp_348250",2
"3560","Smp_348260",1
"3561","Smp_348310",1
"3562","Smp_348400",2
"3563","Smp_348510",1
"3564","Smp_348530",2
"3565","Smp_348540",2
"3566","Smp_348800",2
"3567","Smp_348820",3
"3568","Smp_348830",3
"3569","Smp_348840",1
"3570","Smp_349030",2
"3571","Smp_349150",2
"3572","Smp_349160",2
"3573","Smp_349200",1
"3574","Smp_349210",1
"3575","Smp_349240",3
"3576","Smp_349250",2
"3577","Smp_349290",2
"3578","Smp_349310",3
"3579","Smp_349330",3
"3580","Smp_349410",1
"3581","Smp_349440",1
"3582","Smp_349450",3
"3583","Smp_349510",2
"3584","Smp_349610",1
"3585","Smp_349620",1
"3586","Smp_349670",3
"3587","Smp_349730",1
"3588","Smp_349770",1
"3589","Smp_349780",2
"3590","Smp_349830",1
"3591","Smp_349880",3
"3592","Smp_349900",3
"3593","Smp_349940",2
"3594","Smp_349960",1
"3595","Smp_349970",2
"3596","Smp_349980",3
"3597","Smp_349990",2
"3598","Smp_350000",2
"3599","Smp_350040",1
"3600","Smp_350060",1
"3601","Smp_350130",2
"3602","Smp_350140",2
"3603","Smp_350200",2
"3604","Smp_350220",2
"3605","Smp_350230",2
"3606","Smp_350250",2
"3607","Smp_350340",2
"3608","Smp_350350",2
"3609","Smp_350360",1
"3610","Smp_350390",3
"3611","Smp_350410",1
"3612","Smp_350430",2
"3613","Smp_350450",1
"3614","Smp_350520",2
