"","Geneid","n"
"3304","Smp_315650",3
"3305","Smp_315700",1
"3306","Smp_315710",2
"3307","Smp_315720",1
"3308","Smp_315730",2
"3309","Smp_315760",1
"3310","Smp_315790",3
"3311","Smp_315800",3
"3312","Smp_315830",3
"3313","Smp_315840",1
"3314","Smp_315850",1
"3315","Smp_315870",2
"3316","Smp_315880",1
"3317","Smp_315890",2
"3318","Smp_315980",1
"3319","Smp_315990",3
"3320","Smp_316000",3
"3321","Smp_316110",2
"3322","Smp_316120",1
"3323","Smp_316180",2
"3324","Smp_316230",1
"3325","Smp_316240",2
"3326","Smp_316250",1
"3327","Smp_316340",2
"3328","Smp_316360",1
"3329","Smp_316380",2
"3330","Smp_316440",3
"3331","Smp_316460",3
"3332","Smp_316480",3
"3333","Smp_316490",2
"3334","Smp_316550",1
"3335","Smp_316580",3
"3336","Smp_316630",2
"3337","Smp_316720",1
"3338","Smp_316790",3
"3339","Smp_316800",1
"3340","Smp_316910",1
"3341","Smp_317060",2
"3342","Smp_317130",1
"3343","Smp_317150",1
"3344","Smp_317210",2
"3345","Smp_317220",2
"3346","Smp_317230",1
"3347","Smp_317480",2
"3348","Smp_317500",1
"3349","Smp_317550",2
"3350","Smp_317560",1
"3351","Smp_317600",2
"3352","Smp_317640",2
"3353","Smp_317660",2
"3354","Smp_317740",1
"3355","Smp_317750",1
"3356","Smp_317810",3
"3357","Smp_318000",3
"3358","Smp_318100",1
"3359","Smp_318110",3
"3360","Smp_318140",1
"3361","Smp_318160",1
"3362","Smp_318300",3
"3363","Smp_318320",1
"3364","Smp_318330",1
"3365","Smp_318340",1
"3366","Smp_318350",1
"3367","Smp_318490",1
"3368","Smp_318500",3
"3369","Smp_318510",1
"3370","Smp_318640",1
"3371","Smp_318690",1
"3372","Smp_318800",1
"3373","Smp_318910",2
"3374","Smp_319010",1
"3375","Smp_319060",1
"3376","Smp_319070",1
"3377","Smp_319080",1
"3378","Smp_319110",2
"3379","Smp_319140",2
"3380","Smp_319210",2
"3381","Smp_319240",1
"3382","Smp_319320",2
"3383","Smp_319370",2
"3384","Smp_319390",2
"3385","Smp_319480",3
"3386","Smp_319520",1
"3387","Smp_319540",1
"3388","Smp_319620",3
"3389","Smp_319790",3
"3390","Smp_319810",1
"3391","Smp_319860",2
"3392","Smp_319900",1
"3393","Smp_320120",3
"3394","Smp_320200",3
"3395","Smp_320230",1
"3396","Smp_320270",1
"3397","Smp_320280",2
"3398","Smp_320330",1
"3399","Smp_320500",2
"3400","Smp_320530",3
"3401","Smp_320540",3
"3402","Smp_320670",2
"3403","Smp_320890",1
"3404","Smp_320940",2
"3405","Smp_321255",3
"3406","Smp_321760",2
"3407","Smp_321770",1
"3408","Smp_321890",1
"3409","Smp_321910",2
"3410","Smp_321930",1
"3411","Smp_322100",3
"3412","Smp_322130",1
"3413","Smp_322190",1
"3414","Smp_322240",1
"3415","Smp_322250",2
"3416","Smp_322270",2
"3417","Smp_322350",1
"3418","Smp_322500",2
"3419","Smp_322580",2
"3420","Smp_322610",3
"3421","Smp_322680",3
"3422","Smp_322700",3
"3423","Smp_322710",1
"3424","Smp_322810",2
"3425","Smp_322820",2
"3426","Smp_322830",1
"3427","Smp_322870",1
"3428","Smp_322890",2
"3429","Smp_322940",3
"3430","Smp_323240",1
"3431","Smp_323270",1
"3432","Smp_323380",1
"3433","Smp_323430",1
"3434","Smp_323580",1
"3435","Smp_323740",3
"3436","Smp_323790",1
"3437","Smp_323800",1
"3438","Smp_323820",1
"3439","Smp_323920",2
"3440","Smp_324050",1
"3441","Smp_324150",1
"3442","Smp_324210",1
"3443","Smp_324240",1
"3444","Smp_324250",3
"3445","Smp_324310",1
"3446","Smp_324330",3
"3447","Smp_324350",1
"3448","Smp_324700",2
"3449","Smp_324710",1
"3450","Smp_325550",1
"3451","Smp_325560",3
"3452","Smp_325570",1
"3453","Smp_325580",1
"3454","Smp_325640",1
"3455","Smp_325650",1
"3456","Smp_325690",3
"3457","Smp_325700",3
"3458","Smp_325740",1
"3459","Smp_325770",1
"3460","Smp_326090",2
"3461","Smp_326130",3
"3462","Smp_326160",1
"3463","Smp_326170",1
"3464","Smp_326190",3
"3465","Smp_326270",2
"3466","Smp_326400",2
"3467","Smp_326500",2
"3468","Smp_326520",3
"3469","Smp_326710",2
"3470","Smp_326770",1
"3471","Smp_326790",1
"3472","Smp_327030",1
"3473","Smp_327210",1
"3474","Smp_327240",2
"3475","Smp_327260",1
"3476","Smp_327395",1
"3477","Smp_327400",1
"3478","Smp_327460",1
"3479","Smp_327470",1
"3480","Smp_327500",1
"3481","Smp_327560",1
"3482","Smp_327580",1
"3483","Smp_327610",1
"3484","Smp_327640",1
"3485","Smp_327720",2
"3486","Smp_327730",1
"3487","Smp_327780",3
"3488","Smp_327810",1
"3489","Smp_327910",2
"3490","Smp_327970",1
"3491","Smp_328000",1
"3492","Smp_328070",1
"3493","Smp_328120",2
"3494","Smp_328140",2
"3495","Smp_328150",1
"3496","Smp_328180",3
"3497","Smp_328200",3
"3498","Smp_328330",2
"3499","Smp_328360",1
"3500","Smp_328390",2
"3501","Smp_328410",2
"3502","Smp_328500",3
"3503","Smp_328530",1
"3504","Smp_328590",3
"3505","Smp_328640",2
"3506","Smp_328650",3
"3507","Smp_328670",2
"3508","Smp_328680",1
"3509","Smp_328690",1
"3510","Smp_328730",3
"3511","Smp_328950",2
"3512","Smp_329090",2
"3513","Smp_329250",1
"3514","Smp_329340",3
"3515","Smp_329410",1
"3516","Smp_329420",1
"3517","Smp_329490",3
"3518","Smp_329500",1
"3519","Smp_329510",1
"3520","Smp_329520",1
"3521","Smp_329570",1
"3522","Smp_329620",2
"3523","Smp_329650",2
"3524","Smp_329670",3
"3525","Smp_329710",2
"3526","Smp_329760",2
"3527","Smp_329770",2
"3528","Smp_329960",1
"3529","Smp_329970",2
"3530","Smp_330000",2
"3531","Smp_330010",1
"3532","Smp_330120",1
"3533","Smp_330150",1
"3534","Smp_330200",3
"3535","Smp_330350",1
"3536","Smp_330380",1
"3537","Smp_330440",2
"3538","Smp_330540",2
"3539","Smp_330550",3
"3540","Smp_330570",3
"3541","Smp_330620",2
"3542","Smp_330650",1
"3543","Smp_330680",1
"3544","Smp_330700",2
"3545","Smp_330730",3
"3546","Smp_330860",1
"3547","Smp_330890",2
"3548","Smp_330900",2
"3549","Smp_331120",1
"3550","Smp_331140",1
"3551","Smp_331150",1
"3552","Smp_331210",1
"3553","Smp_331270",1
"3554","Smp_331340",1
"3555","Smp_331390",1
"3556","Smp_331470",1
"3557","Smp_331490",1
"3558","Smp_331510",1
"3559","Smp_331560",2
"3560","Smp_331570",2
"3561","Smp_331600",2
"3562","Smp_331610",2
"3563","Smp_331660",1
"3564","Smp_331670",1
"3565","Smp_331710",1
"3566","Smp_331730",1
"3567","Smp_331810",3
"3568","Smp_331820",2
"3569","Smp_331830",1
"3570","Smp_331880",1
"3571","Smp_331900",1
"3572","Smp_331970",1
"3573","Smp_331980",1
"3574","Smp_331990",2
"3575","Smp_332010",3
"3576","Smp_332020",1
"3577","Smp_332090",2
"3578","Smp_332140",1
"3579","Smp_332170",2
"3580","Smp_332245",2
"3581","Smp_332250",1
"3582","Smp_332270",2
"3583","Smp_332290",2
"3584","Smp_332300",3
"3585","Smp_332320",3
"3586","Smp_332330",1
"3587","Smp_332420",2
"3588","Smp_332550",1
"3589","Smp_332570",3
"3590","Smp_332590",2
"3591","Smp_332610",1
"3592","Smp_332630",3
"3593","Smp_332660",2
"3594","Smp_332690",1
"3595","Smp_332750",2
"3596","Smp_332830",1
"3597","Smp_332840",1
"3598","Smp_332860",1
"3599","Smp_332870",3
"3600","Smp_332880",2
"3601","Smp_332890",1
"3602","Smp_332900",2
"3603","Smp_332910",2
"3604","Smp_333050",1
"3605","Smp_333070",1
"3606","Smp_333080",1
"3607","Smp_333090",2
"3608","Smp_333150",3
"3609","Smp_333160",3
"3610","Smp_333200",1
"3611","Smp_333290",1
"3612","Smp_333370",1
"3613","Smp_333410",2
"3614","Smp_333450",1
"3615","Smp_333480",3
"3616","Smp_333500",3
"3617","Smp_333510",3
"3618","Smp_333540",2
"3619","Smp_333550",1
"3620","Smp_333560",1
"3621","Smp_333580",3
"3622","Smp_333610",2
"3623","Smp_333640",1
"3624","Smp_333650",1
"3625","Smp_333680",2
"3626","Smp_333710",2
"3627","Smp_333730",3
"3628","Smp_333750",2
"3629","Smp_333760",1
"3630","Smp_333790",1
"3631","Smp_333840",1
"3632","Smp_333860",1
"3633","Smp_333880",1
"3634","Smp_333890",2
"3635","Smp_333960",1
"3636","Smp_333970",3
"3637","Smp_333990",3
"3638","Smp_334020",3
"3639","Smp_334110",2
"3640","Smp_334120",1
"3641","Smp_334140",3
"3642","Smp_334160",2
"3643","Smp_334180",2
"3644","Smp_334210",1
"3645","Smp_334280",3
"3646","Smp_334290",1
"3647","Smp_334310",2
"3648","Smp_334330",1
"3649","Smp_334340",2
"3650","Smp_334370",1
"3651","Smp_334390",3
"3652","Smp_334415",1
"3653","Smp_334430",2
"3654","Smp_334460",1
"3655","Smp_334490",1
"3656","Smp_334510",3
"3657","Smp_334540",3
"3658","Smp_334550",1
"3659","Smp_334570",1
"3660","Smp_334580",1
"3661","Smp_334610",2
"3662","Smp_334630",1
"3663","Smp_334680",1
"3664","Smp_334700",1
"3665","Smp_334770",3
"3666","Smp_334830",1
"3667","Smp_334880",1
"3668","Smp_334890",3
"3669","Smp_334950",3
"3670","Smp_335020",2
"3671","Smp_335080",3
"3672","Smp_335140",1
"3673","Smp_335150",2
"3674","Smp_335170",1
"3675","Smp_335200",3
"3676","Smp_335340",3
"3677","Smp_335550",1
"3678","Smp_335570",3
"3679","Smp_335590",2
"3680","Smp_335600",2
"3681","Smp_335650",1
"3682","Smp_335660",1
"3683","Smp_335750",1
"3684","Smp_335760",3
"3685","Smp_335770",3
"3686","Smp_335780",1
"3687","Smp_335830",1
"3688","Smp_335880",2
"3689","Smp_335980",2
"3690","Smp_336010",1
"3691","Smp_336050",1
"3692","Smp_336060",2
"3693","Smp_336080",3
"3694","Smp_336100",2
"3695","Smp_336170",1
"3696","Smp_336180",2
"3697","Smp_336230",1
"3698","Smp_336270",3
"3699","Smp_336310",1
"3700","Smp_336320",2
"3701","Smp_336330",2
"3702","Smp_336370",1
"3703","Smp_336380",2
"3704","Smp_336610",3
"3705","Smp_336620",2
"3706","Smp_336640",1
"3707","Smp_336670",1
"3708","Smp_336680",3
"3709","Smp_336720",1
"3710","Smp_336730",3
"3711","Smp_336780",1
"3712","Smp_336790",2
"3713","Smp_336870",1
"3714","Smp_336900",2
"3715","Smp_337000",1
"3716","Smp_337010",1
"3717","Smp_337040",1
"3718","Smp_337090",2
"3719","Smp_337110",1
"3720","Smp_337145",1
"3721","Smp_337150",1
"3722","Smp_337190",3
"3723","Smp_337220",3
"3724","Smp_337230",1
"3725","Smp_337260",3
"3726","Smp_337290",1
"3727","Smp_337320",2
"3728","Smp_337340",3
"3729","Smp_337360",2
"3730","Smp_337390",1
"3731","Smp_337400",1
"3732","Smp_337410",2
"3733","Smp_337425",1
"3734","Smp_337430",1
"3735","Smp_337440",3
"3736","Smp_337460",2
"3737","Smp_337490",2
"3738","Smp_337530",1
"3739","Smp_337550",2
"3740","Smp_337560",3
"3741","Smp_337580",2
"3742","Smp_337590",3
"3743","Smp_337610",1
"3744","Smp_337730",2
"3745","Smp_337740",1
"3746","Smp_337780",1
"3747","Smp_337785",2
"3748","Smp_337795",2
"3749","Smp_337800",3
"3750","Smp_337805",1
"3751","Smp_337830",1
"3752","Smp_337850",2
"3753","Smp_337860",1
"3754","Smp_337870",1
"3755","Smp_337890",2
"3756","Smp_337900",3
"3757","Smp_340020",2
"3758","Smp_340090",2
"3759","Smp_340120",3
"3760","Smp_340150",3
"3761","Smp_340180",1
"3762","Smp_340210",1
"3763","Smp_340230",3
"3764","Smp_340240",3
"3765","Smp_340250",3
"3766","Smp_340260",3
"3767","Smp_340265",3
"3768","Smp_340290",3
"3769","Smp_340340",2
"3770","Smp_340350",1
"3771","Smp_340390",2
"3772","Smp_340430",2
"3773","Smp_340480",1
"3774","Smp_340490",3
"3775","Smp_340500",3
"3776","Smp_340520",3
"3777","Smp_340550",1
"3778","Smp_340580",1
"3779","Smp_340600",2
"3780","Smp_340620",1
"3781","Smp_340660",1
"3782","Smp_340680",1
"3783","Smp_340710",3
"3784","Smp_340720",2
"3785","Smp_340730",3
"3786","Smp_340770",2
"3787","Smp_340790",2
"3788","Smp_340810",1
"3789","Smp_340820",1
"3790","Smp_340860",1
"3791","Smp_340880",3
"3792","Smp_340910",2
"3793","Smp_340920",3
"3794","Smp_340940",1
"3795","Smp_340970",1
"3796","Smp_340990",3
"3797","Smp_341040",1
"3798","Smp_341050",3
"3799","Smp_341110",1
"3800","Smp_341120",3
"3801","Smp_341140",1
"3802","Smp_341150",3
"3803","Smp_341160",3
"3804","Smp_341190",1
"3805","Smp_341230",3
"3806","Smp_341280",1
"3807","Smp_341310",2
"3808","Smp_341320",3
"3809","Smp_341360",2
"3810","Smp_341370",1
"3811","Smp_341400",2
"3812","Smp_341420",3
"3813","Smp_341440",3
"3814","Smp_341470",1
"3815","Smp_341560",1
"3816","Smp_341570",1
"3817","Smp_341580",3
"3818","Smp_341600",1
"3819","Smp_341620",3
"3820","Smp_341640",2
"3821","Smp_341720",1
"3822","Smp_341730",3
"3823","Smp_341740",1
"3824","Smp_341750",2
"3825","Smp_341810",3
"3826","Smp_341900",3
"3827","Smp_341910",1
"3828","Smp_341920",1
"3829","Smp_342020",2
"3830","Smp_342030",3
"3831","Smp_342070",3
"3832","Smp_342120",1
"3833","Smp_342180",3
"3834","Smp_342240",3
"3835","Smp_342250",1
"3836","Smp_342260",1
"3837","Smp_342290",2
"3838","Smp_342300",1
"3839","Smp_342320",1
"3840","Smp_342340",1
"3841","Smp_342390",2
"3842","Smp_342400",2
"3843","Smp_342410",2
"3844","Smp_342420",1
"3845","Smp_342440",1
"3846","Smp_342460",1
"3847","Smp_342470",2
"3848","Smp_342480",1
"3849","Smp_342490",1
"3850","Smp_342500",2
"3851","Smp_342520",1
"3852","Smp_342540",2
"3853","Smp_342550",1
"3854","Smp_342610",3
"3855","Smp_342620",1
"3856","Smp_342660",1
"3857","Smp_342690",2
"3858","Smp_342700",2
"3859","Smp_342720",2
"3860","Smp_342730",1
"3861","Smp_342770",1
"3862","Smp_342780",3
"3863","Smp_342810",1
"3864","Smp_342830",2
"3865","Smp_342880",3
"3866","Smp_342920",1
"3867","Smp_342930",1
"3868","Smp_342950",1
"3869","Smp_342970",2
"3870","Smp_342980",3
"3871","Smp_342990",2
"3872","Smp_343050",2
"3873","Smp_343090",1
"3874","Smp_343170",2
"3875","Smp_343180",1
"3876","Smp_343240",1
"3877","Smp_343270",2
"3878","Smp_343280",1
"3879","Smp_343300",1
"3880","Smp_343330",2
"3881","Smp_343380",3
"3882","Smp_343390",3
"3883","Smp_343400",1
"3884","Smp_343410",2
"3885","Smp_343450",2
"3886","Smp_343460",1
"3887","Smp_343470",3
"3888","Smp_343500",1
"3889","Smp_343520",1
"3890","Smp_343530",1
"3891","Smp_343540",2
"3892","Smp_343550",2
"3893","Smp_343580",1
"3894","Smp_343620",3
"3895","Smp_343630",3
"3896","Smp_343650",3
"3897","Smp_343660",2
"3898","Smp_343670",1
"3899","Smp_343680",2
"3900","Smp_343700",3
"3901","Smp_343710",3
"3902","Smp_343720",2
"3903","Smp_343740",2
"3904","Smp_343780",1
"3905","Smp_343800",2
"3906","Smp_343830",2
"3907","Smp_343860",1
"3908","Smp_343870",1
"3909","Smp_343890",1
"3910","Smp_343920",1
"3911","Smp_343970",1
"3912","Smp_343990",2
"3913","Smp_344020",2
"3914","Smp_344030",2
"3915","Smp_344060",1
"3916","Smp_344070",3
"3917","Smp_344090",3
"3918","Smp_344100",1
"3919","Smp_344170",1
"3920","Smp_344220",1
"3921","Smp_344250",1
"3922","Smp_344270",1
"3923","Smp_344300",3
"3924","Smp_344320",1
"3925","Smp_344400",2
"3926","Smp_344510",3
"3927","Smp_344530",1
"3928","Smp_344550",2
"3929","Smp_344630",2
"3930","Smp_344680",1
"3931","Smp_344720",2
"3932","Smp_344730",1
"3933","Smp_344780",1
"3934","Smp_344820",2
"3935","Smp_344840",2
"3936","Smp_344900",1
"3937","Smp_344920",2
"3938","Smp_344950",1
"3939","Smp_344990",1
"3940","Smp_345000",3
"3941","Smp_345010",2
"3942","Smp_345050",3
"3943","Smp_345060",2
"3944","Smp_345080",2
"3945","Smp_345160",2
"3946","Smp_345210",1
"3947","Smp_345220",2
"3948","Smp_345240",2
"3949","Smp_345250",1
"3950","Smp_345260",1
"3951","Smp_345270",2
"3952","Smp_345280",1
"3953","Smp_345370",2
"3954","Smp_345380",1
"3955","Smp_345400",1
"3956","Smp_345430",2
"3957","Smp_345450",2
"3958","Smp_345460",3
"3959","Smp_345490",2
"3960","Smp_345520",2
"3961","Smp_345530",2
"3962","Smp_345540",2
"3963","Smp_345565",1
"3964","Smp_345600",1
"3965","Smp_345620",3
"3966","Smp_345660",1
"3967","Smp_345680",3
"3968","Smp_345690",1
"3969","Smp_345700",2
"3970","Smp_345710",2
"3971","Smp_345720",1
"3972","Smp_345740",1
"3973","Smp_345770",2
"3974","Smp_345810",2
"3975","Smp_345820",1
"3976","Smp_345830",1
"3977","Smp_345840",2
"3978","Smp_345850",1
"3979","Smp_345860",2
"3980","Smp_345885",1
"3981","Smp_345920",3
"3982","Smp_345930",2
"3983","Smp_345960",1
"3984","Smp_345970",1
"3985","Smp_346010",1
"3986","Smp_346030",3
"3987","Smp_346050",2
"3988","Smp_346120",2
"3989","Smp_346190",1
"3990","Smp_346230",3
"3991","Smp_346240",1
"3992","Smp_346260",3
"3993","Smp_346270",3
"3994","Smp_346290",1
"3995","Smp_346340",1
"3996","Smp_346360",2
"3997","Smp_346380",3
"3998","Smp_346390",2
"3999","Smp_346400",1
"4000","Smp_346420",1
"4001","Smp_346430",3
"4002","Smp_346440",1
"4003","Smp_346450",2
"4004","Smp_346470",2
"4005","Smp_346480",2
"4006","Smp_346500",1
"4007","Smp_346520",1
"4008","Smp_346570",2
"4009","Smp_346585",3
"4010","Smp_346590",3
"4011","Smp_346630",1
"4012","Smp_346650",2
"4013","Smp_346720",2
"4014","Smp_346750",1
"4015","Smp_346820",3
"4016","Smp_346840",1
"4017","Smp_346880",3
"4018","Smp_346890",2
"4019","Smp_346920",1
"4020","Smp_346930",1
"4021","Smp_346940",3
"4022","Smp_346990",1
"4023","Smp_347010",2
"4024","Smp_347020",1
"4025","Smp_347030",1
"4026","Smp_347090",1
"4027","Smp_347100",1
"4028","Smp_347170",2
"4029","Smp_347200",2
"4030","Smp_347230",3
"4031","Smp_347290",1
"4032","Smp_347310",2
"4033","Smp_347330",3
"4034","Smp_347350",2
"4035","Smp_347360",3
"4036","Smp_347390",3
"4037","Smp_347400",2
"4038","Smp_347410",1
"4039","Smp_347420",1
"4040","Smp_347430",2
"4041","Smp_347450",1
"4042","Smp_347460",1
"4043","Smp_347500",2
"4044","Smp_347560",1
"4045","Smp_347590",1
"4046","Smp_347620",1
"4047","Smp_347630",1
"4048","Smp_347660",3
"4049","Smp_347670",3
"4050","Smp_347710",2
"4051","Smp_347720",1
"4052","Smp_347770",1
"4053","Smp_347780",1
"4054","Smp_347790",2
"4055","Smp_347810",2
"4056","Smp_347840",1
"4057","Smp_347850",2
"4058","Smp_347860",2
"4059","Smp_347910",2
"4060","Smp_347930",3
"4061","Smp_347940",1
"4062","Smp_347960",1
"4063","Smp_348000",1
"4064","Smp_348010",2
"4065","Smp_348030",3
"4066","Smp_348060",2
"4067","Smp_348100",1
"4068","Smp_348200",1
"4069","Smp_348210",2
"4070","Smp_348250",1
"4071","Smp_348260",1
"4072","Smp_348310",1
"4073","Smp_348340",1
"4074","Smp_348380",2
"4075","Smp_348400",1
"4076","Smp_348500",2
"4077","Smp_348520",2
"4078","Smp_348540",2
"4079","Smp_348790",1
"4080","Smp_348820",3
"4081","Smp_348830",3
"4082","Smp_348840",2
"4083","Smp_348850",2
"4084","Smp_348930",2
"4085","Smp_349030",2
"4086","Smp_349040",1
"4087","Smp_349130",3
"4088","Smp_349160",1
"4089","Smp_349170",2
"4090","Smp_349190",2
"4091","Smp_349200",1
"4092","Smp_349240",1
"4093","Smp_349250",2
"4094","Smp_349270",1
"4095","Smp_349280",2
"4096","Smp_349310",1
"4097","Smp_349320",2
"4098","Smp_349330",1
"4099","Smp_349370",1
"4100","Smp_349380",3
"4101","Smp_349400",3
"4102","Smp_349420",1
"4103","Smp_349440",1
"4104","Smp_349450",2
"4105","Smp_349540",1
"4106","Smp_349590",2
"4107","Smp_349620",2
"4108","Smp_349640",3
"4109","Smp_349690",1
"4110","Smp_349710",1
"4111","Smp_349730",1
"4112","Smp_349770",3
"4113","Smp_349780",3
"4114","Smp_349810",1
"4115","Smp_349820",2
"4116","Smp_349850",2
"4117","Smp_349920",3
"4118","Smp_349960",1
"4119","Smp_349970",1
"4120","Smp_349980",3
"4121","Smp_349990",1
"4122","Smp_350030",1
"4123","Smp_350040",3
"4124","Smp_350070",3
"4125","Smp_350110",2
"4126","Smp_350160",3
"4127","Smp_350170",2
"4128","Smp_350200",1
"4129","Smp_350210",3
"4130","Smp_350220",1
"4131","Smp_350260",2
"4132","Smp_350320",1
"4133","Smp_350340",3
"4134","Smp_350350",1
"4135","Smp_350370",1
"4136","Smp_350390",3
"4137","Smp_350410",1
"4138","Smp_350450",1
"4139","Smp_350480",3
"4140","Smp_350490",2
"4141","Smp_350510",2
