"","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04"
"Smp_015840",3.61745463373218,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_015860",2.5743407358608,2.0604473448857,3.44256948564366,2.94521670831096,3.14792642902735,3.04189955491277,2.0604473448857,2.0604473448857
"Smp_016050",3.07277949100801,2.95778465212701,3.44256948564366,3.6236434523802,3.56581686258039,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_016090",2.94149487676122,2.0604473448857,3.05570666156607,3.07701535733754,2.0604473448857,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_016410",3.07277949100801,2.0604473448857,3.05570666156607,3.29352414949919,2.0604473448857,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_016550",2.78346059135368,2.0604473448857,3.05570666156607,2.78654507303244,3.14792642902735,3.04189955491277,2.0604473448857,2.0604473448857
"Smp_016630",3.38072437292637,3.31055131524483,2.0604473448857,2.0604473448857,2.83829009256239,3.04189955491277,2.0604473448857,3.33963659034747
"Smp_016730",4.99390212848793,5.36625916563257,4.31154302916915,4.95328885644336,4.5703658635268,4.79576238582642,4.29578641577242,4.05561890873144
"Smp_016900",2.78346059135368,2.0604473448857,2.0604473448857,3.29352414949919,3.56581686258039,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_017010",4.08260980117551,3.31055131524483,3.95220037054244,3.47114243669339,4.1104043066385,3.42402542799685,2.0604473448857,3.43522695542377
"Smp_017070",2.0604473448857,3.31055131524483,2.0604473448857,2.94521670831096,2.0604473448857,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_017280",3.98174544532655,2.0604473448857,4.31154302916915,3.47114243669339,4.64604811791513,4.11858435696558,2.0604473448857,3.81852119771993
"Smp_017360",3.87205117995036,2.0604473448857,4.31154302916915,4.09020586858586,4.49020927198482,3.25166137690454,3.93831639143635,4.25529899866383
"Smp_017430",3.87205117995036,3.78049283594269,2.0604473448857,3.47114243669339,4.31392740298556,3.7031532741328,2.0604473448857,4.05561890873144
"Smp_017660",3.28847822486605,3.31055131524483,2.0604473448857,3.6236434523802,4.1104043066385,3.7031532741328,2.0604473448857,3.1157661843267
"Smp_017710",2.78346059135368,2.0604473448857,3.05570666156607,3.47114243669339,3.14792642902735,2.76099588703724,3.93831639143635,3.33963659034747
"Smp_017730",3.07277949100801,3.31055131524483,3.05570666156607,2.78654507303244,2.0604473448857,2.0604473448857,2.0604473448857,3.52295806701315
"Smp_017750",3.07277949100801,3.31055131524483,3.05570666156607,2.78654507303244,3.56581686258039,3.57223256803084,2.0604473448857,2.0604473448857
"Smp_017830",3.07277949100801,3.31055131524483,2.0604473448857,3.07701535733754,3.14792642902735,3.57223256803084,2.0604473448857,3.1157661843267
"Smp_018220",3.18680685249599,3.57003919712595,3.26812982942211,2.0604473448857,2.83829009256239,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_018240",3.61745463373218,3.31055131524483,3.05570666156607,3.47114243669339,3.14792642902735,3.57223256803084,2.0604473448857,3.1157661843267
"Smp_018250",3.07277949100801,2.0604473448857,3.44256948564366,3.75817822311355,2.0604473448857,3.04189955491277,3.93831639143635,3.33963659034747
